,News_Heading,Views_per_day,review_text
6591,Harrowing stories from the Ukraine-Poland border: Reports of discrimination against people of colour,300.0,harrowing story ukraine poland border discrimination people colour
6592,Day 9 of the Russian invasion of Ukraine: WION reports from the conflict zone | World English News,933.0,day nine russian invasion ukraine conflict zone
6593,Watch what these Ukrainian musicians did amid Russian invasion,122.0,watch ukrainian musician amid russian invasion
6594,NATO Foreign Ministers to meet in Brussels on March 4 amid Russian invasion of Ukraine | WION,2511.0,nato foreign minister meet brussels march four amid russian invasion ukraine
6595,The nuclear threat in Ukraine: UN atomic watchdog condemns Russia after fire incident | WION,1122.0,nuclear threat ukraine un atomic watchdog condemns russia fire incident
6596,Quad divided over response on Russian invasion of Ukraine? India rejects Kyiv on Quad agenda | WION,5822.0,quad divided response russian invasion ukraine india reject kyiv quad agenda
6597,Putin speaks to France's Macron: Putin vows to take all of Ukraine | 'Worst is yet to come' | WION,8411.0,putin speaks france macron putin vow take ukraine worst yet come
6598,Ukraine-Russia end round 2 of talks: Agreement reached on Humanitarian corridor | English News,756.0,ukraine russia end round two talk agreement reached humanitarian corridor
6599,Ukraine: Zaporizhzhya Nuclear plant safely secured after being ablaze | World English News | WION,589.0,ukraine zaporizhzhya nuclear plant safely secured ablaze
6600,MEA: No intel on Indians being held | Ukraine also dismisses Russia's claims | World English News,189.0,mea no intel indian held ukraine also dismisses russia claim
6601,Japan's jobless rate rises: Ukraine crisis overshadow recovery outlook | World English News | WION,322.0,japan jobless rate rise ukraine crisis overshadow recovery outlook
6602,Reports of Ukraine Nuclear plant fire: Asia stocks slide to a 16-month low | World English News,167.0,ukraine nuclear plant fire asia stock slide month low
6603,Kyiv's historical sites at risk: Russian missiles strike Babi Yar | Russia-Ukraine Conflict | WION,622.0,kyiv historical site risk russian missile strike babi yar russia ukraine conflict
6604,"Russia trade restrictions: Nike, Ikea close stores in Russia | World Latest English News | WION",722.0,russia trade restriction nike ikea close store russia
6605,Britain ponders change in legislation as 11 wealthy Russians sanctioned | World English News | WION,689.0,britain ponders change legislation eleven wealthy russian sanctioned
6606,South Korea inflation nears decade-high levels: Pressure on policymakers to raise interest rates,122.0,south korea inflation nears decade high level pressure policymakers raise interest rate
6607,Who does Putin rely on? Who is in Putin's inner circle? People behind President Putin | English News,2222.0,putin rely putin inner circle people behind president putin
6608,Ukraine says no change in radiation levels after fire breaks out at Europe's largest Nuclear plant,211.0,ukraine say no change radiation level fire break europe largest nuclear plant
6609,US announces fresh curbs on Russian Oligarchs amid Russian invasion of Ukraine | English News,422.0,u announces fresh curb russian oligarch amid russian invasion ukraine
6610,The US to activate Nuclear response team amid reports of a fire at Europe's largest nuclear plant,17778.0,u activate nuclear response team amid fire europe largest nuclear plant
6611,Russia to cut off Ukraine from the sea? Putin readies week 2 invasion strategy | English News | WION,456.0,russia cut ukraine sea putin ready week two invasion strategy
6612,"Russia, Belarus out of Winter Paralympics amid the ongoing Russian invasion of Ukraine | WION",144.0,russia belarus winter paralympics amid ongoing russian invasion ukraine
6613,Kuleba: Nuclear threat 10 times larger than Chernobyl | Biden speaks to Zelensky about fire | WION,744.0,kuleba nuclear threat ten time larger chernobyl biden speaks zelensky fire
6614,Situation tense at Ukraine-Poland border with reports of discrimination against people of colour,322.0,situation tense ukraine poland border discrimination people colour
6615,What is the road ahead for Ukraine? The Russian invasion of Ukraine enters day 9 | English News,278.0,road ahead ukraine russian invasion ukraine enters day nine
6616,Hungary: Don't support residency plan amid Russian invasion of Ukraine | World English News | WION,244.0,hungary not support residency plan amid russian invasion ukraine
6617,Shelling in Kyiv continues on Day 9: Air raid sirens blare through the night | World English News,467.0,shelling kyiv continues day air raid siren blare night
6618,Biden speaks to Ukraine President Zelensky amid reports of a fire at Europe's largest nuclear plant,1256.0,biden speaks ukraine president zelensky amid fire europe largest nuclear plant
6619,Europe's bias of Ukrainian: Middle east refugees still seek shelter | World Latest English News,278.0,europe bias ukrainian middle east refugee still seek shelter
6620,Russia-Ukraine Conflict: Russia to cut Ukraine in two? Moscow re-strategise its Kyiv plan | WION,3033.0,russia ukraine conflict russia cut ukraine two moscow strategise kyiv plan
6621,Russia-Ukraine Conflict: Zelensky asks Putin for direct talks as invasion enters day 9 | WION,1700.0,russia ukraine conflict zelensky asks putin direct talk invasion enters day nine
6622,Rohan Bopanna previews India's Davis cup tie against Denmark,27.0,rohan bopanna preview india davis cup tie denmark
6623,Nuclear war: Putin's threat or rhetoric? Who has how many nuclear warheads? | English News | WION,3933.0,nuclear war putin threat rhetoric many nuclear warhead
6624,Fire breaks out at Zaporizhzhya Nuclear power plant amid Russian invasion of Ukraine | English News,822.0,fire break zaporizhzhya nuclear power plant amid russian invasion ukraine
6625,"Economic repercussions of the invasion: Rouble falls, the Russian economy nosedives | English News",1156.0,economic repercussion invasion rouble fall russian economy nosedive
6626,Russia-Ukraine Conflict: Fire at Europe's largest nuclear plant after continuous Russian shelling,4000.0,russia ukraine conflict fire europe largest nuclear plant continuous russian shelling
6627,Gravitas: Ukraine invasion: Has Russia lost China's support?,18889.0,ukraine invasion russia lost china support
6628,Gravitas: Ukraine Conflict: Decoding Thursday's biggest developments,633.0,ukraine conflict decoding thursday biggest development
6629,Gravitas: Why Asia is not interested in Russia-Ukraine war,8722.0,asia not interested russia ukraine war
6630,Gravitas: Russian economy crippled by Western sanctions,2778.0,russian economy crippled western sanction
6631,Thousands have gathered for this...,289.0,thousand gathered
6632,Gravitas: Risk of a nuclear disaster in Ukraine,5022.0,risk nuclear disaster ukraine
6633,Gravitas: Ukraine invasion: Indians students used as human shields?,1656.0,ukraine invasion indian student used human shield
6634,Gravitas: Ukraine war enters Day 8. Here are all the developments,2578.0,ukraine war enters day development
6635,"Australia: 500,000 people asked to evacuate after flash floods in Sydney | Edge",656.0,australia people asked evacuate flash flood sydney edge
6636,Gravitas LIVE with Palki Sharma| Russia claims: Ukraine has taken Indians hostage| World News | WION,11111.0,russia claim ukraine taken indian hostage
6637,"Russia re-strategizes its Kyiv plan, what is Putin's endgame? | World English News | WION",2933.0,russia strategizes kyiv plan putin endgame
6638,Explained: Who has Russian President Vladimir Putin's confidence? | World English News | WION,4978.0,explained russian president vladimir putin confidence
6639,"Repercussion of Russian invasion of Ukraine: Frozen assets, travel bans and imports-exports curbs",767.0,repercussion russian invasion ukraine frozen asset travel ban import export curb
6640,"Anti-Russia protests gain momentum, global aid pours in for Ukraine | World English News | WION",433.0,anti russia protest gain momentum global aid pours ukraine
6641,NATO FMs to meet in Brussels on March 4 | NATO bolsters its Eastern flank | Russia-Ukraine Conflict,1256.0,nato fm meet brussels march four nato bolster eastern flank russia ukraine conflict
6642,Operation Ganga | 18 flights scheduled in next 24 hours: MEA | Russia-Ukraine crisis | World News,156.0,operation ganga eighteen flight scheduled next twenty four hour mea russia ukraine crisis
6643,Europe's contradictory approach to Ukrainian and Syrian refugees? | World English News | WION,367.0,europe contradictory approach ukrainian syrian refugee
6644,"WION Live Broadcast: Air raids, strikes continue to pound Kyiv | More sanctions on Russia & Belarus",956.0,broadcast air raid strike continue pound kyiv sanction russia belarus
6645,Indian students laud government's efforts in evacuation process | Latest World English News | WION,478.0,indian student laud government effort evacuation process
6646,"Kyiv, Kherson, Irpin: Scenes of destruction in Ukraine amid Russian invasion",367.0,kyiv kherson irpin scene destruction ukraine amid russian invasion
6647,Long lines of Ukrainian refugees at Poland Border | WION Ground report | Latest World English News,167.0,long line ukrainian refugee poland border ground
6648,Born in war: Maternity ward under seige | Russia-Ukraine crisis | Latest World English News,144.0,born war maternity ward seige russia ukraine crisis
6649,WION Live Broadcast: Roman Abramovich vows to donate money to Ukraine | Ukraine-Russia ceasefire,956.0,broadcast roman abramovich vow donate money ukraine ukraine russia ceasefire
